zpid,imgSrc,detailUrl,streetAddress,zipcode,city,state,latitude,longitude,price,dateSold,bathrooms,bedrooms,livingArea,homeType,homeStatus,daysOnZillow,isFeatured,shouldHighlight,zestimate,rentZestimate,isUnmappable,isPreforeclosureAuction,homeStatusForHDP,priceForHDP,isNonOwnerOccupied,isPremierBuilder,isZillowOwned,currency,country,taxAssessedValue,lotAreaValue,lotAreaUnit,isShowcaseListing,datePriceChanged,priceReduction,priceChange,is_FSBA,timeOnZillow,streetName,homeDetailUrl,price_to_rent_ratio
2066839,https://photos.zillowstatic.com/fp/11fec0a3f6538acfc814d15810e04c6f-p_e.jpg,/homedetails/642-Brimhall-St-Saint-Paul-MN-55116/2066839_zpid/,642 Brimhall St,55116,Saint Paul,MN,44.922054,-93.16536,437500.0,1679554800000,3.0,3.0,2204.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,451400.0,2600,False,False,RECENTLY_SOLD,437500.0,True,False,False,USD,USA,552000.0,5227.2,sqft,False,,,,,,642 Brimhall St,https://www.zillow.com/homedetails/642-Brimhall-St-Saint-Paul-MN-55116/2066839_zpid/,173.6153846153846
2028227,https://photos.zillowstatic.com/fp/070cc1f8d6f95b5ff636aa89e0b2d3dd-p_e.jpg,/homedetails/459-Laurel-Ave-Saint-Paul-MN-55102/2028227_zpid/,459 Laurel Ave,55102,Saint Paul,MN,44.94573,-93.1196,641000.0,1679468400000,3.0,3.0,2038.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,661500.0,3635,False,False,RECENTLY_SOLD,641000.0,True,False,False,USD,USA,646800.0,0.17,sqft,False,,,,,,459 Laurel Ave,https://www.zillow.com/homedetails/459-Laurel-Ave-Saint-Paul-MN-55102/2028227_zpid/,181.98074277854195
2082212,https://photos.zillowstatic.com/fp/d76bdf999e4fd26dd735c606e245af58-p_e.jpg,/homedetails/770-Brookline-Ave-Saint-Paul-MN-55119/2082212_zpid/,770 Brookline Ave,55119,Saint paul,MN,44.91666,-93.01386,490000.0,1679468400000,2.0,3.0,2011.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,505700.0,2795,False,False,RECENTLY_SOLD,490000.0,True,False,False,USD,USA,3800.0,3.59,acres,False,,,,,,770 Brookline Ave,https://www.zillow.com/homedetails/770-Brookline-Ave-Saint-Paul-MN-55119/2082212_zpid/,180.93023255813952
2034914,https://photos.zillowstatic.com/fp/67954d5a4b6abb1fe365a7c142e4f69d-p_e.jpg,/homedetails/802-Dayton-Ave-Saint-Paul-MN-55104/2034914_zpid/,802 Dayton Ave,55104,Saint Paul,MN,44.947166,-93.13408,475000.0,1679295600000,3.0,4.0,2522.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,490400.0,2595,False,False,RECENTLY_SOLD,475000.0,True,False,False,USD,USA,470500.0,9583.2,sqft,False,,,,,,802 Dayton Ave,https://www.zillow.com/homedetails/802-Dayton-Ave-Saint-Paul-MN-55104/2034914_zpid/,188.97880539499036
2115492,https://photos.zillowstatic.com/fp/8f12e09f5c8ded129fb40c168a265b91-p_e.jpg,/homedetails/1061-Iowa-Ave-W-Saint-Paul-MN-55117/2115492_zpid/,1061 Iowa Ave W,55117,Saint Paul,MN,44.989506,-93.14496,376000.0,1679295600000,2.0,4.0,2077.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,388200.0,2400,False,False,RECENTLY_SOLD,376000.0,True,False,False,USD,USA,343900.0,10454.4,sqft,False,,,,,,1061 Iowa Ave W,https://www.zillow.com/homedetails/1061-Iowa-Ave-W-Saint-Paul-MN-55117/2115492_zpid/,161.75
2090374,https://photos.zillowstatic.com/fp/c57be1e4d6e0a3bcd5f8c221e6d2eb21-p_e.jpg,/homedetails/869-Kenneth-St-Saint-Paul-MN-55116/2090374_zpid/,869 Kenneth St,55116,Saint Paul,MN,44.91498,-93.18415,565000.0,1679036400000,3.0,5.0,2653.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,583600.0,3207,False,False,RECENTLY_SOLD,565000.0,True,False,False,USD,USA,581500.0,10018.8,sqft,False,,,,,,869 Kenneth St,https://www.zillow.com/homedetails/869-Kenneth-St-Saint-Paul-MN-55116/2090374_zpid/,181.9769254755223
2070109755,https://photos.zillowstatic.com/fp/f0191525263de0e112cde0a4ea7ba579-p_e.jpg,/homedetails/18-W-Sandra-Lee-Dr-Saint-Paul-MN-55119/2070109755_zpid/,18 W Sandra Lee Dr,55119,Saint Paul,MN,44.941925,-93.01722,339000.0,1679036400000,3.0,4.0,2353.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,350200.0,2594,False,False,RECENTLY_SOLD,339000.0,True,False,False,USD,USA,,9147.6,sqft,False,,,,,,18 W Sandra Lee Dr,https://www.zillow.com/homedetails/18-W-Sandra-Lee-Dr-Saint-Paul-MN-55119/2070109755_zpid/,135.00385505011565
2034099,https://photos.zillowstatic.com/fp/de5aeced9936d17e2e5e9190f902a7d1-p_e.jpg,/homedetails/1-2-Battle-Creek-Rd-Saint-Paul-MN-55119/2034099_zpid/,1/2 Battle Creek Rd,55119,Saint Paul,MN,44.942146,-93.021126,471000.0,1678950000000,3.0,4.0,2158.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,486600.0,2594,False,False,RECENTLY_SOLD,471000.0,True,False,False,USD,USA,420200.0,0.42000000000000004,acres,False,,,,,,1 2 Battle Creek Rd,https://www.zillow.com/homedetails/1-2-Battle-Creek-Rd-Saint-Paul-MN-55119/2034099_zpid/,187.58673862760216
2041253,https://photos.zillowstatic.com/fp/70e8254fea3491800abb8515eb14330f-p_e.jpg,/homedetails/1509-Lincoln-Ave-Saint-Paul-MN-55105/2041253_zpid/,1509 Lincoln Ave,55105,Saint Paul,MN,44.939285,-93.16385,640000.0,1678863600000,2.0,4.0,2492.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,661300.0,3633,False,False,RECENTLY_SOLD,640000.0,True,False,False,USD,USA,541500.0,7405.2,sqft,False,,,,,,1509 Lincoln Ave,https://www.zillow.com/homedetails/1509-Lincoln-Ave-Saint-Paul-MN-55105/2041253_zpid/,182.0258739333884
2091296,https://photos.zillowstatic.com/fp/4ce242b6759f96c4fb1e052b4fde82d2-p_e.jpg,/homedetails/2295-Edgcumbe-Rd-Saint-Paul-MN-55116/2091296_zpid/,2295 Edgcumbe Rd,55116,Saint Paul,MN,44.910084,-93.17555,750000.0,1678690800000,2.0,3.0,3013.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,775300.0,4259,False,False,RECENTLY_SOLD,750000.0,True,False,False,USD,USA,672800.0,0.39,acres,False,,,,,,2295 Edgcumbe Rd,https://www.zillow.com/homedetails/2295-Edgcumbe-Rd-Saint-Paul-MN-55116/2091296_zpid/,182.03803709791032
2109120,https://photos.zillowstatic.com/fp/9439ae94fc21cf2da4467490d403477f-p_e.jpg,/homedetails/1592-Cottage-Ave-E-Saint-Paul-MN-55106/2109120_zpid/,1592 Cottage Ave E,55106,Saint Paul,MN,44.98268,-93.03331,258000.0,1678690800000,3.0,3.0,2000.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,266700.0,2394,False,False,RECENTLY_SOLD,258000.0,True,False,False,USD,USA,279500.0,6969.6,sqft,False,,,,,30908584000.0,1592 Cottage Ave E,https://www.zillow.com/homedetails/1592-Cottage-Ave-E-Saint-Paul-MN-55106/2109120_zpid/,111.40350877192982
2066992,https://photos.zillowstatic.com/fp/b04a3a8b694c0efdfed45da09b61bae9-p_e.jpg,/homedetails/1375-Eleanor-Ave-Saint-Paul-MN-55116/2066992_zpid/,1375 Eleanor Ave,55116,Saint Paul,MN,44.92088,-93.15825,500000.0,1678348800000,3.0,4.0,2447.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,529200.0,2912,False,False,RECENTLY_SOLD,500000.0,True,False,False,USD,USA,452000.0,5227.2,sqft,False,,,,,,1375 Eleanor Ave,https://www.zillow.com/homedetails/1375-Eleanor-Ave-Saint-Paul-MN-55116/2066992_zpid/,181.73076923076923
2082282,https://photos.zillowstatic.com/fp/2f97fdae0a7c2532d99cf1320de402d1-p_e.jpg,/homedetails/2107-Wildview-Ave-Saint-Paul-MN-55119/2082282_zpid/,2107 Wildview Ave,55119,Saint Paul,MN,44.915623,-93.011215,524900.0,1678262400000,2.0,3.0,2392.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,543100.0,2983,False,False,RECENTLY_SOLD,524900.0,True,False,False,USD,USA,439500.0,0.51,acres,False,,,,,,2107 Wildview Ave,https://www.zillow.com/homedetails/2107-Wildview-Ave-Saint-Paul-MN-55119/2082282_zpid/,182.06503519946364
72384502,https://photos.zillowstatic.com/fp/c3ee2db51c34e4a0330aa5d8d5912836-p_e.jpg,/homedetails/1567-Payne-Ave-Saint-Paul-MN-55130/72384502_zpid/,1567 Payne Ave,55130,Saint Paul,MN,44.988457,-93.074005,330000.0,1678262400000,4.0,6.0,2856.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,341400.0,2800,False,False,RECENTLY_SOLD,330000.0,True,False,False,USD,USA,308300.0,6534.0,sqft,False,,,,,,1567 Payne Ave,https://www.zillow.com/homedetails/1567-Payne-Ave-Saint-Paul-MN-55130/72384502_zpid/,121.92857142857143
2033708,https://photos.zillowstatic.com/fp/62b4027f9f9f7fc84ce82524f56e4c14-p_e.jpg,/homedetails/7-Winthrop-St-N-Saint-Paul-MN-55119/2033708_zpid/,7 Winthrop St N,55119,Saint Paul,MN,44.94143,-93.0104,329000.0,1678176000000,2.0,4.0,2244.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,340400.0,2500,False,False,RECENTLY_SOLD,329000.0,True,False,False,USD,USA,325000.0,8276.4,sqft,False,,,,,,7 Winthrop St N,https://www.zillow.com/homedetails/7-Winthrop-St-N-Saint-Paul-MN-55119/2033708_zpid/,136.16
2028423,https://photos.zillowstatic.com/fp/9fae80082f0bc34b38e5eeed543ecdd1-p_e.jpg,/homedetails/600-Laurel-Ave-Saint-Paul-MN-55102/2028423_zpid/,600 Laurel Ave,55102,Saint Paul,MN,44.94511,-93.12531,500000.0,1678089600000,3.0,5.0,2203.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,517500.0,2842,False,False,RECENTLY_SOLD,500000.0,True,False,False,USD,USA,514500.0,5662.8,sqft,False,,,,,,600 Laurel Ave,https://www.zillow.com/homedetails/600-Laurel-Ave-Saint-Paul-MN-55102/2028423_zpid/,182.09007741027446
2063641,https://photos.zillowstatic.com/fp/431140947d995e22025a34be3f92dc3d-p_e.jpg,/homedetails/705-Roy-St-S-Saint-Paul-MN-55116/2063641_zpid/,705 Roy St S,55116,Saint Paul,MN,44.92024,-93.16869,525000.0,1678089600000,3.0,3.0,2428.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,543400.0,2984,False,False,RECENTLY_SOLD,525000.0,True,False,False,USD,USA,533000.0,7840.8,sqft,False,,,,,,705 Roy St S,https://www.zillow.com/homedetails/705-Roy-St-S-Saint-Paul-MN-55116/2063641_zpid/,182.10455764075067
2135036,https://photos.zillowstatic.com/fp/e585469419a44bf2643a6a359f2e5e93-p_e.jpg,/homedetails/1099-Minnehaha-Ave-E-Saint-Paul-MN-55106/2135036_zpid/,1099 Minnehaha Ave E,55106,Saint Paul,MN,44.96332,-93.05412,266000.0,1678089600000,2.0,3.0,2237.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,275300.0,2340,False,False,RECENTLY_SOLD,266000.0,True,False,False,USD,USA,260400.0,6969.6,sqft,False,,,,,,1099 Minnehaha Ave E,https://www.zillow.com/homedetails/1099-Minnehaha-Ave-E-Saint-Paul-MN-55106/2135036_zpid/,117.64957264957265
2148987,https://photos.zillowstatic.com/fp/b31ecb67b1059e235b6d33c77f8c9b0a-p_e.jpg,/homedetails/1038-Wilson-Ave-Saint-Paul-MN-55106/2148987_zpid/,1038 Wilson Ave,55106,Saint Paul,MN,44.953804,-93.05674,285000.0,1678089600000,2.0,6.0,2278.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,295000.0,2600,False,False,RECENTLY_SOLD,285000.0,True,False,False,USD,USA,287100.0,6000.0,sqft,False,,,,,,1038 Wilson Ave,https://www.zillow.com/homedetails/1038-Wilson-Ave-Saint-Paul-MN-55106/2148987_zpid/,113.46153846153847
