zpid,homeStatus,dateSold,price,price_predicted,price_predicted_minus_price,ratio_price_predicted_minus_price_v_price,ratio_price_predicted_minus_price_v_price_predicted,zestimate,rentZestimate,price_minus_zestimate,annual_rentZestimate,annual_rentZestimate_v_price,annual_rentZestimate_v_price_predicted,taxAssessedValue,price_minus_taxAssessedValue,bedrooms,bathrooms,ttl_rooms,livingArea,lotAreaValue,streetAddress,city,state,zipcode,latitude,longitude,livingArea_v_ttl_rooms,livingArea_v_lotAreaValue,zestimate_v_rentZestimate,zestimate_v_taxAssessedValue,zestimate_v_ttl_rooms,zestimate_v_livingArea,zestimate_v_lotAreaValue,homeDetailUrl
1818431,RECENTLY_SOLD,2024-01-12,505000.0,505075.6533354558,75.65333545580506,0.00014980858506100013,0.00014978614581043453,512200.0,3169.0,-7200.0,38028.0,0.0753029702970297,0.07529169095534083,548000.0,-43000.0,4.0,2.0,6.0,2248.0,6098.4,4732 13th Ave S,Minneapolis,MN,55407,44.91665,-93.256584,374.6666666666667,0.36862127771218683,161.62827390343958,0.9346715328467153,85366.66666666667,227.84697508896798,83.98924308015218,https://www.zillow.com/homedetails/4732-13th-Ave-S-Minneapolis-MN-55407/1818431_zpid/
1897054,RECENTLY_SOLD,2024-01-12,515000.0,493186.5471949028,-21813.452805097215,-0.042356219039023715,-0.04422961844593206,501600.0,2878.0,13400.0,34536.0,0.06706019417475728,0.07002624097601691,485000.0,30000.0,3.0,3.0,6.0,2131.0,6534.0,5837 Colfax Ave S,Minneapolis,MN,55419,44.896454,-93.291756,355.1666666666667,0.3261401897765534,174.2876997915219,1.0342268041237113,83600.0,235.3824495541999,76.76767676767676,https://www.zillow.com/homedetails/5837-Colfax-Ave-S-Minneapolis-MN-55419/1897054_zpid/
1705296,RECENTLY_SOLD,2024-01-11,434400.0,428020.42995795887,-6379.57004204113,-0.014685934719247538,-0.014904826021196572,440800.0,2749.0,-6400.0,32988.0,0.07593922651933702,0.07707108747879197,369000.0,65400.0,4.0,3.0,7.0,2108.0,0.13,3500 Park Ave,Minneapolis,MN,55407,44.93943,-93.26551,301.14285714285717,16215.384615384615,160.34921789741725,1.194579945799458,62971.42857142857,209.10815939278936,3390769.2307692305,https://www.zillow.com/homedetails/3500-Park-Ave-Minneapolis-MN-55407/1705296_zpid/
1848882,RECENTLY_SOLD,2024-01-11,600000.0,602605.869639501,2605.8696395009756,0.004343116065834959,0.00432433497712177,608800.0,2850.0,-8800.0,34200.0,0.057,0.05675351290630406,612000.0,-12000.0,4.0,2.0,6.0,2063.0,5227.2,5016 Queen Ave S,Minneapolis,MN,55410,44.911797,-93.310326,343.8333333333333,0.3946663605754515,213.6140350877193,0.9947712418300654,101466.66666666667,295.1042171594765,116.46770737679829,https://www.zillow.com/homedetails/5016-Queen-Ave-S-Minneapolis-MN-55410/1848882_zpid/
1911771,RECENTLY_SOLD,2024-01-11,500000.0,498410.82464295253,-1589.1753570474684,-0.0031783507140949368,-0.003188484837153986,507300.0,2949.0,-7300.0,35388.0,0.070776,0.0710016682028344,531000.0,-31000.0,4.0,3.0,7.0,2642.0,6534.0,5800 Park Ave,Minneapolis,MN,55417,44.898422,-93.26527,377.42857142857144,0.4043464952555862,172.02441505595118,0.9553672316384181,72471.42857142857,192.01362604087814,77.64003673094582,https://www.zillow.com/homedetails/5800-Park-Ave-Minneapolis-MN-55417/1911771_zpid/
1960108,RECENTLY_SOLD,2024-01-10,725000.0,716692.4789667339,-8307.521033266094,-0.011458649701056681,-0.011591472321912976,735800.0,3905.0,-10800.0,46860.0,0.06463448275862069,0.0653836915765584,742000.0,-17000.0,3.0,3.0,6.0,2229.0,10018.8,1912 Drew Ave S,Minneapolis,MN,55416,44.964455,-93.32573,371.5,0.22248173433944188,188.42509603072983,0.991644204851752,122633.33333333333,330.10318528488114,73.44192917315448,https://www.zillow.com/homedetails/1912-Drew-Ave-S-Minneapolis-MN-55416/1960108_zpid/
1836608,RECENTLY_SOLD,2024-01-09,750000.0,708171.9443336995,-41828.05566630047,-0.05577074088840062,-0.05906483023082112,761400.0,4002.0,-11400.0,48024.0,0.064032,0.06781403920933994,577000.0,173000.0,4.0,3.0,7.0,3258.0,5227.2,4733 Colfax Ave S,Minneapolis,MN,55419,44.916737,-93.29175,465.42857142857144,0.6232782369146006,190.25487256371815,1.3195840554592722,108771.42857142857,233.70165745856355,145.6611570247934,https://www.zillow.com/homedetails/4733-Colfax-Ave-S-Minneapolis-MN-55419/1836608_zpid/
1848927,RECENTLY_SOLD,2024-01-05,455000.0,459315.0514739468,4315.051473946776,0.009483629613069838,0.009394535319710798,462500.0,2659.0,-7500.0,31908.0,0.07012747252747253,0.06946865750993114,513000.0,-58000.0,3.0,2.0,5.0,2165.0,5227.2,5017 Sheridan Ave S,Minneapolis,MN,55410,44.91185,-93.31214,433.0,0.4141796755433119,173.9375705152313,0.9015594541910331,92500.0,213.62586605080833,88.4794918885828,https://www.zillow.com/homedetails/5017-Sheridan-Ave-S-Minneapolis-MN-55410/1848927_zpid/
1796175,RECENTLY_SOLD,2024-01-04,289000.0,288527.41509917006,-472.58490082994103,-0.001635241871383879,-0.0016379202671867711,293800.0,2297.0,-4800.0,27564.0,0.09537716262975779,0.09553338281745584,271000.0,18000.0,4.0,2.0,6.0,2074.0,6098.4,5153 Washburn Ave N,Minneapolis,MN,55430,45.049156,-93.318565,345.6666666666667,0.3400892037255674,127.90596430126251,1.0841328413284133,48966.666666666664,141.6586306653809,48.17657090384363,https://www.zillow.com/homedetails/5153-Washburn-Ave-N-Minneapolis-MN-55430/1796175_zpid/
1829516,RECENTLY_SOLD,2024-01-03,325000.0,456921.52080834704,131921.52080834704,0.4059123717179909,0.2887181163517153,458500.0,3194.0,-133500.0,38328.0,0.1179323076923077,0.08388311395837371,530000.0,-205000.0,4.0,2.0,6.0,2274.0,6534.0,4945 Lyndale Ave S,Minneapolis,MN,55419,44.91274,-93.28783,379.0,0.3480257116620753,143.55040701314965,0.8650943396226415,76416.66666666667,201.62708883025505,70.17141108050198,https://www.zillow.com/homedetails/4945-Lyndale-Ave-S-Minneapolis-MN-55419/1829516_zpid/
